
Model:  michaelScott.keras 


 Retesting 

Iterations:  5000  Gamma:  0.98  Epsilon:  1.0 
Epsilon Decay:  0.99  Learning Rate:  0.001  Batch Size:  16 

Living Factor:  1  Death Penalty:  -32  Jump Penalty:  0.5 

Input Shape:  (80, 150, 1) 


---------- Beginning Training ----------


Run # 182  Reward:  78.5  Progress: % 5.6604  Frame count:  14375 

Run # 183  Reward:  9.5  Progress: % 1.8868  Frame count:  14417 

Run # 184  Reward:  9.5  Progress: % 1.8868  Frame count:  14461 

Run # 185  Reward:  7.0  Progress: % 1.8868  Frame count:  14505 

Run # 186  Reward:  40.0  Progress: % 2.8302  Frame count:  14581 

Run # 187  Reward:  10.0  Progress: % 1.8868  Frame count:  14626 

Run # 188  Reward:  5.5  Progress: % 1.8868  Frame count:  14668 

Run # 189  Reward:  9.5  Progress: % 1.8868  Frame count:  14714 

Run # 190  Reward:  7.0  Progress: % 1.8868  Frame count:  14758 

Run # 191  Reward:  39.0  Progress: % 2.8302  Frame count:  14834 

Run # 192  Reward:  34.5  Progress: % 2.8302  Frame count:  14907 

Run # 193  Reward:  12.5  Progress: % 1.8868  Frame count:  14954 

Run # 194  Reward:  8.0  Progress: % 1.8868  Frame count:  14998 

Run # 195  Reward:  35.5  Progress: % 2.8302  Frame count:  15075 

Run # 196  Reward:  10.0  Progress: % 1.8868  Frame count:  15119 

Run # 197  Reward:  7.0  Progress: % 1.8868  Frame count:  15162 

Run # 198  Reward:  39.5  Progress: % 2.8302  Frame count:  15237 

Run # 199  Reward:  9.5  Progress: % 1.8868  Frame count:  15281 

Run # 200  Reward:  11.5  Progress: % 1.8868  Frame count:  15326 


Run: 151 - 200  Average Progress: 2.387379591836735  Average Total Reward: 19.96938775510204 
Average Total Jumps: 8.142857142857142  Average Jumps Per Progress %: 3.0  Average Epsilon: 0.2818692204740107 
Average Number of Frames: 56.04081632653061  Average Run Time: 2.719624256601139 Average FPS: 20.606087841181353 

Run # 201  Reward:  10.0  Progress: % 1.8868  Frame count:  15370 

Run # 202  Reward:  32.0  Progress: % 2.8302  Frame count:  15437 

Run # 203  Reward:  36.5  Progress: % 2.8302  Frame count:  15510 

Run # 204  Reward:  13.0  Progress: % 1.8868  Frame count:  15556 

Run # 205  Reward:  9.5  Progress: % 1.8868  Frame count:  15599 

Run # 206  Reward:  68.0  Progress: % 4.717  Frame count:  15706 

Run # 207  Reward:  39.0  Progress: % 3.7736  Frame count:  15779 

Run # 208  Reward:  9.0  Progress: % 1.8868  Frame count:  15824 

Run # 209  Reward:  9.5  Progress: % 1.8868  Frame count:  15867 

Run # 210  Reward:  7.0  Progress: % 1.8868  Frame count:  15910 

Run # 211  Reward:  8.5  Progress: % 1.8868  Frame count:  15953 

Run # 212  Reward:  41.0  Progress: % 3.7736  Frame count:  16032 

Run # 213  Reward:  10.0  Progress: % 1.8868  Frame count:  16076 

Run # 214  Reward:  8.5  Progress: % 1.8868  Frame count:  16119 

Run # 215  Reward:  39.0  Progress: % 3.7736  Frame count:  16194 

Run # 216  Reward:  12.5  Progress: % 1.8868  Frame count:  16239 

Run # 217  Reward:  5.0  Progress: % 1.8868  Frame count:  16279 

Run # 218  Reward:  12.5  Progress: % 1.8868  Frame count:  16325 

Run # 219  Reward:  7.0  Progress: % 1.8868  Frame count:  16366 

Run # 220  Reward:  13  Progress: % 1.8868  Frame count:  16411 

Run # 221  Reward:  12.5  Progress: % 1.8868  Frame count:  16457 

Run # 222  Reward:  8.0  Progress: % 1.8868  Frame count:  16500 

Run # 223  Reward:  12.5  Progress: % 1.8868  Frame count:  16546 

Run # 224  Reward:  5.5  Progress: % 1.8868  Frame count:  16586 

Run # 225  Reward:  10.5  Progress: % 1.8868  Frame count:  16630 

Run # 226  Reward:  11.0  Progress: % 1.8868  Frame count:  16676 

Run # 227  Reward:  37.0  Progress: % 2.8302  Frame count:  16748 

Run # 228  Reward:  12.5  Progress: % 1.8868  Frame count:  16793 

Run # 229  Reward:  8.0  Progress: % 1.8868  Frame count:  16836 

Run # 230  Reward:  8.5  Progress: % 1.8868  Frame count:  16878 

Run # 231  Reward:  10.0  Progress: % 1.8868  Frame count:  16923 

Run # 232  Reward:  12.0  Progress: % 1.8868  Frame count:  16968 

Run # 233  Reward:  6.5  Progress: % 1.8868  Frame count:  17007 

Run # 234  Reward:  14.0  Progress: % 1.8868  Frame count:  17055 

Run # 235  Reward:  9.5  Progress: % 1.8868  Frame count:  17098 

Run # 236  Reward:  13  Progress: % 1.8868  Frame count:  17143 

Run # 237  Reward:  7.0  Progress: % 1.8868  Frame count:  17184 

Run # 238  Reward:  11.5  Progress: % 1.8868  Frame count:  17229 

Run # 239  Reward:  39.5  Progress: % 2.8302  Frame count:  17304 

Run # 240  Reward:  11  Progress: % 1.8868  Frame count:  17347 

Run # 241  Reward:  11.0  Progress: % 1.8868  Frame count:  17391 

Run # 242  Reward:  10.0  Progress: % 1.8868  Frame count:  17434 

Run # 243  Reward:  10.0  Progress: % 1.8868  Frame count:  17478 

Run # 244  Reward:  9.5  Progress: % 1.8868  Frame count:  17520 

Run # 245  Reward:  36.5  Progress: % 2.8302  Frame count:  17592 

Run # 246  Reward:  11.5  Progress: % 1.8868  Frame count:  17636 

Run # 247  Reward:  10.5  Progress: % 1.8868  Frame count:  17679 

Run # 248  Reward:  12.0  Progress: % 1.8868  Frame count:  17724 

Run # 249  Reward:  10.0  Progress: % 1.8868  Frame count:  17767 

Run # 250  Reward:  10.5  Progress: % 1.8868  Frame count:  17812 


Run: 201 - 250  Average Progress: 2.156342857142857  Average Total Reward: 15.744897959183673 
Average Total Jumps: 4.142857142857143  Average Jumps Per Progress %: 2.0  Average Epsilon: 0.17053258852610445 
Average Number of Frames: 49.816326530612244  Average Run Time: 2.474573179167144 Average FPS: 20.13128039615248 

Run # 251  Reward:  9.0  Progress: % 1.8868  Frame count:  17855 

Run # 252  Reward:  9.5  Progress: % 1.8868  Frame count:  17897 

Run # 253  Reward:  11.5  Progress: % 1.8868  Frame count:  17942 

Run # 254  Reward:  11.0  Progress: % 1.8868  Frame count:  17988 

Run # 255  Reward:  37.5  Progress: % 3.7736  Frame count:  18061 

Run # 256  Reward:  41.5  Progress: % 3.7736  Frame count:  18137 

Run # 257  Reward:  7.5  Progress: % 1.8868  Frame count:  18177 

Run # 258  Reward:  13  Progress: % 1.8868  Frame count:  18222 

Run # 259  Reward:  9.5  Progress: % 1.8868  Frame count:  18264 

Run # 260  Reward:  10.0  Progress: % 1.8868  Frame count:  18309 

Run # 261  Reward:  7.5  Progress: % 1.8868  Frame count:  18350 

Run # 262  Reward:  68.5  Progress: % 4.717  Frame count:  18456 

Run # 263  Reward:  10.5  Progress: % 1.8868  Frame count:  18499 

Run # 264  Reward:  11.5  Progress: % 1.8868  Frame count:  18543 

Run # 265  Reward:  10.0  Progress: % 1.8868  Frame count:  18586 

Run # 266  Reward:  10  Progress: % 1.8868  Frame count:  18628 

Run # 267  Reward:  10.5  Progress: % 1.8868  Frame count:  18672 

Run # 268  Reward:  68.0  Progress: % 4.717  Frame count:  18775 

Run # 269  Reward:  36.0  Progress: % 2.8302  Frame count:  18847 

Run # 270  Reward:  12.5  Progress: % 1.8868  Frame count:  18894 

Run # 271  Reward:  10.5  Progress: % 1.8868  Frame count:  18938 

Run # 272  Reward:  7.5  Progress: % 1.8868  Frame count:  18979 

Run # 273  Reward:  41.5  Progress: % 2.8302  Frame count:  19054 

Run # 274  Reward:  9  Progress: % 1.8868  Frame count:  19095 

Run # 275  Reward:  10.0  Progress: % 1.8868  Frame count:  19138 

Run # 276  Reward:  11.5  Progress: % 1.8868  Frame count:  19182 

Run # 277  Reward:  72.5  Progress: % 4.717  Frame count:  19290 

